dwd_ord_bike_ride_info_openlock_time,dwd_ord_bike_ride_info_ride_time,dwd_ord_bike_ride_info_no_discount_cost,dwd_ord_bike_ride_info_discount_type,dwd_ord_bike_ride_info_ride_distance,dwd_ord_bike_ride_info_is_in_insurance,dwd_ord_bike_ride_info_create_channel,dwd_ord_bike_ride_info_end_channel,dwd_ord_bike_ride_info_account_type,dwd_ord_bike_ride_info_system_code,dwd_ord_bike_ride_info_lock_out_service_area,dwd_ord_bike_ride_info_out_of_sa_penalty,dwd_ord_bike_ride_info_penalty_operate_money,dwd_ord_bike_ride_info_in_forbidden_penalty,dwd_ord_bike_ride_info_in_forbidden_creditscore,dwd_ord_bike_ride_info_in_forbidden_operate_money,dwd_ord_bike_ride_info_open_lock_error_type,dwd_ord_bike_ride_info_in_forbidden_type,dwd_ord_bike_ride_info_ride_status,dwd_ord_bike_ride_info_start_type,dwd_ord_bike_ride_info_end_type,dwd_ord_bike_ride_info_start_over_region,dwd_ord_bike_ride_info_end_over_region,dwd_ord_bike_ride_info_start_over_bigregion,dwd_ord_bike_ride_info_end_over_bigregion,dwd_ord_bike_ride_info_pay_status,lable
389,20,2,5,846,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
14926,80,6.5,5,9592,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
4395,71,4.5,5,8414,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1771,17,1.5,5,1932,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1715,2,1.5,10,208,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
468,4,1.5,5,466,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2743,43,3.5,5,252,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1106,81,4.5,5,9680,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1934,9,1.5,5,1066,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
841,66,5.5,5,7868,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2253,4,1.5,12,383,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1025,56,3,5,617,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1704,1,1.5,10,10,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
323,68,4.5,5,8054,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1669,3,1.5,5,12,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1243,1,1.5,10,66,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
833,24,1.5,5,131,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1111,63,4.5,5,7548,1,0,3,0,65,0,-1,19,-1,-1,1,-10,2,2,1,0,1,1,1,1,1,0
2404,2,1.5,10,136,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2146,83,4.5,-1,9850,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1157,1,1.5,10,24,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
21753,6,1.5,5,632,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
16941,2,1.5,10,128,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
1027,59,3,5,7036,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1340,2,1.5,10,83,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
443,24,1.5,5,635,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
19031,10,1.5,5,1160,1,0,3,0,65,0,-1,19,-1,-1,1,1,0,1,1,0,1,1,1,1,1,0
791,9,1.5,5,996,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1353,35,3,5,4146,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
20321,20,2.5,5,312,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
437,23,1.5,-1,2746,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
756,14,1.5,-1,1654,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,0
4739,11,1.5,12,1244,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
1688,47,4.5,5,5560,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1352,6,1.5,5,696,1,0,2,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1682,97,7,5,11606,1,3,3,0,65,0,-1,19,-1,-1,1,-10,0,1,3,3,1,1,1,1,1,0
233,9,1.5,-1,968,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,0,0,1,1,1,1,0,0
1707,2,1.5,10,124,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
6978,1,1.5,10,102,1,0,3,0,65,0,-1,19,-1,-1,1,1,0,2,1,0,1,1,1,1,1,0
2239,6,1.5,5,688,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
9094,28,1.5,5,239,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
3049,3,1.5,5,256,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2992,1,1.5,10,46,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1997,7,1.5,5,760,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
8208,5,1.5,5,560,1,0,3,0,65,0,-1,19,-1,-1,1,1,0,1,1,0,1,1,1,1,1,0
1313,1,1.5,10,46,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1233,2,1.5,10,44,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1944,1,1,10,64,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2062,2,1.5,10,224,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1063,1,1.5,10,65,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
521,240,12,5,28800,1,0,4,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
798,240,12,5,28800,1,0,4,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,0,0
1435,37,3,5,4424,1,3,3,0,65,0,-1,19,-1,-1,1,-10,0,2,3,0,1,1,1,1,1,0
1401,4,1.5,5,372,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1196,71,5,5,2162,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
66343,1,1.5,10,22,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
13485,70,5,5,8368,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
596,1,1,10,120,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2894,2,1.5,10,7,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
16718,12,1.5,5,1366,1,3,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1697,54,3,5,6416,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1538,13,1.5,5,1478,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
4093,19,1.5,12,1649,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
17601,5,1.5,5,596,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
1836,2,1.5,10,52,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
641,17,2,5,1968,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1041,8,1.5,5,894,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1713,12,1.5,5,1394,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
808,1,1.5,10,62,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1813,30,1.5,5,143,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1044,13,1.5,5,1452,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1963,5,1,5,470,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
833,2,1.5,10,41,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,0,0,1,1,1,1,1,0
1122,60,3,5,889,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,3,1,1,1,1,1,0
3822,11,1.5,5,1206,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1544,3,1,5,284,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
1102,2,1,10,190,1,0,1,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2726,2,1,10,142,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
942,33,3,5,3922,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1283,10,1.5,12,1200,1,0,5,0,62,0,-1,19,-1,-1,1,-10,0,2,0,0,1,1,1,1,1,0
1356,4,1.5,5,456,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
8659,2,1.5,10,67,1,0,3,0,61,0,-1,19,-1,-1,1,1,0,2,0,0,1,1,1,1,1,0
1587,1,1.5,10,180,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1754,1,1.5,10,32,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
15411,116,6,5,13884,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
1398,115,6,5,8834,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1333,5,1.5,-1,586,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1641,1,1.5,10,17,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
3818,10,1,-1,1162,1,3,3,0,62,0,-1,19,-1,-1,1,-10,0,2,3,3,1,1,1,1,1,0
1937,18,1.5,5,2132,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1979,66,4.5,5,7808,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2283,2,1.5,10,144,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1141,1,1.5,10,22,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1923,11,1.5,5,1222,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2910,10,1.5,-1,1100,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
685,15,1.5,5,129,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2799,61,5,5,7296,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1797,12,1.5,5,85,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1325,1,1.5,10,88,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2153,48,3,5,5738,1,0,1,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
17818,17,2,5,1516,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,2,1,0,1,1,1,1,1,0
1026,1,1,10,44,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1139,17,1.5,5,1922,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1144,33,3,5,3896,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
747,10,1.5,5,1196,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
14683,14,1,5,1608,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,0,0,1,1,1,1,1,0
1792,1,1.5,10,120,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1644,10,1.5,5,1114,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
18984,41,3,5,4808,1,0,3,0,62,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
191,1,1.5,10,46,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
936,2,1.5,10,95,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1274,2,1.5,10,122,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1263,10,1.5,5,1200,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
904,7,1.5,5,820,1,0,2,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1636,20,1.5,5,2310,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1264,13,1.5,12,1558,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
974,15,1,5,1732,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
16457,29,1.5,5,3474,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
5597,84,6,5,10050,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1954,0,0,-1,0,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1469,10,1,5,104,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1211,3,1.5,5,360,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1152,11,1.5,5,1210,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2052,8,1.5,5,920,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1408,20,1.5,5,2346,1,0,3,0,65,0,-1,19,-1,-1,1,1,0,1,1,0,1,1,1,1,1,0
589,6,1,5,702,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
79651,46,4.5,5,5420,1,3,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,0,1,0,1,1,0
483,30,1.5,-1,4665,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
823,17,2,5,1980,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1583,39,3,5,4584,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
914,0,0,-1,0,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1485,10,1,5,1200,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
4235,8,1.5,5,858,1,3,3,0,62,0,-1,19,-1,-1,1,-10,0,1,3,0,1,1,1,1,1,0
879,140,7.5,5,16746,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1123,69,5,5,8182,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1583,2,1,10,138,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1923,6,1.5,5,670,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1137,34,3,5,4020,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1944,46,4,5,5506,1,3,3,0,65,0,-1,19,-1,-1,1,-10,0,2,3,3,1,1,1,1,1,0
1287,0,0,-1,0,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
3065,1,1,10,102,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2072,27,1.5,5,3166,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1573,1,1.5,10,116,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1282,64,5.5,5,7582,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1114,15,1.5,5,1724,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
829,10,1.5,5,1198,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1413,39,3,5,4566,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
669,7,1.5,5,788,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1633,119,8.5,5,11136,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2361,40,3,5,2798,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
56902,10,1,5,1200,1,0,2,0,65,0,-1,19,-1,-1,1,52,0,2,0,0,1,1,1,1,1,0
1874,24,1.5,5,2804,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
9881,121,7.5,-1,11446,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
11401,14,1.5,5,49,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1111,10,1.5,5,1112,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
807,6,1.5,5,668,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2978,77,4.5,5,9270,1,3,3,0,61,0,-1,19,-1,-1,1,-10,0,2,3,0,1,1,1,1,1,0
1648,19,2.5,5,2206,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1372,36,3,5,4266,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
78,1,1.5,10,30,1,0,3,0,61,0,-1,19,-1,-1,1,-10,0,2,0,0,1,1,1,1,1,0
25777,56,3,-1,6618,1,3,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,0,0
967,3,1,5,260,1,0,5,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1625,14,1.5,5,1626,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1419,19,1.5,5,2208,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
15455,2,1.5,10,178,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
1027,1,1.5,10,102,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,0,0,1,1,1,1,1,0
1324,1,1.5,10,56,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
5193,1,1.5,10,23,1,0,3,0,65,0,-1,19,-1,-1,1,1,0,2,1,0,1,1,1,1,1,0
675,10,1.5,5,1178,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,0,0,1,1,1,1,1,0
2162,3,1.5,5,286,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1069,2,1.5,10,172,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1645,1,1.5,10,60,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2052,39,3,5,4646,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1821,1,1,10,17,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
16948,59,3,5,7010,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
2904,75,4.5,5,1060,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2131,11,1.5,-1,1258,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
846,164,9,5,19676,1,0,3,0,65,1,-1,19,-1,-1,1,-10,3,2,1,0,1,0,1,0,1,0
605,49,4,5,5786,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
3130,1,1.5,10,38,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,0,0,1,1,1,1,1,0
939,1,1.5,10,30,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1534,1,1.5,10,52,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2566,8,1.5,5,942,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
177,100,6,5,11882,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2689,16,1.5,5,510,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
3268,2,1.5,10,124,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
907,10,1.5,5,1198,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1862,8,1.5,5,904,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,0,0,1,1,1,1,1,0
1998,41,3,5,4890,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
4227,28,1.5,5,3294,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
3128,27,1.5,5,3172,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1207,75,5,5,8888,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1888,11,1.5,-1,1250,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
466,5,1.5,4,21,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
771,4,1.5,5,414,1,0,5,0,62,0,-1,19,-1,-1,1,-10,0,2,1,3,1,1,1,1,1,0
1164,1,1,10,116,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1983,1,1.5,10,8,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
222,18,2,5,805,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
12263,11,1.5,5,1240,1,0,3,0,65,0,-1,19,-1,-1,1,1,0,2,1,0,1,1,1,1,1,0
16415,2,1.5,10,184,1,0,3,0,65,0,-1,19,-1,-1,1,52,0,1,1,0,1,1,1,1,1,0
304,2,1.5,10,24,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
971,85,4.5,5,303,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
52,7,1.5,5,21,1,2,3,0,62,0,-1,19,-1,-1,1,-10,0,2,-1,3,1,1,1,1,1,0
961,5,1,5,526,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1515,22,1.5,5,2604,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2681,112,6,5,13360,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
2008,0,0,-1,0,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
499,15,1.5,-1,1766,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1862,14,1.5,5,1674,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
628,74,4.5,-1,8766,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
284,2,1.5,10,220,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
67,2,1.5,10,137,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2517,6,1,5,690,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1238,11,1.5,5,1234,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2586,1,1.5,10,44,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1418,2,1,10,198,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1157,1,1.5,10,38,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
2476,31,3,5,3602,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,1,1,0,1,1,1,1,1,0
1713,5,1.5,-1,888,1,1,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1635,1,1.5,10,106,1,0,3,0,62,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
1372,54,3,5,6384,1,0,3,0,65,0,-1,19,-1,-1,1,-10,0,2,1,0,1,1,1,1,1,0
